"Col_logFC","adj.P.Val.x","id","pop.x","s.x","Van_logFC","adj.P.Val.y","pop.y","s.y","concord","up_in","sig","FBgn","FBgn_mel","Sec","SYMBOL"
0.750161186101435,2.64619334336702e-05,"augustus_masked-scaffold972-size25824-abinit-gene-0.3-mRNA-1","Col",1,0.877031009499738,1.87195083077845e-05,"Van",1,"same","Ag","sig","FBgn0203451","FBgn0020443",NA,"GJ16266"
1.05204375221999,2.90891312970787e-05,"maker-scaffold472-size153788-augustus-gene-1.23-mRNA-1","Col",1,0.83340293772596,7.77823887828616e-06,"Van",1,"same","Ag","sig","FBgn0209686","FBgn0005674",NA,"GJ22579"
0.947496071824586,3.04853383171697e-05,"maker-scaffold1-size140626-augustus-gene-1.18-mRNA-1","Col",1,0.745162208330619,4.50207359379688e-05,"Van",1,"same","Ag","sig","FBgn0201123","FBgn0015756",NA,"GJ13905"
0.951703706059356,3.07947045652713e-05,"maker-scaffold1087-size50705-augustus-gene-0.14-mRNA-1","Col",1,0.788018701471866,1.22383871090181e-05,"Van",1,"same","Ag","sig","FBgn0209415","FBgn0033912",NA,"GJ22302"
1.56081395432894,3.13918150978687e-05,"maker-scaffold5374-size2747-snap-gene-0.0-mRNA-1","Col",1,1.85502132533802,1.75524791824811e-08,"Van",1,"same","Ag","sig","FBgn0085982","FBgn0028697",NA,"GJ22514"
1.54803838226366,3.69328553215954e-05,"maker-scaffold397-size33070-augustus-gene-0.19-mRNA-1","Col",1,1.78241034359052,1.22787671542653e-08,"Van",1,"same","Ag","sig","FBgn0204801","FBgn0004363",NA,"GJ17632"
0.922483059514624,4.12620190113346e-05,"maker-scaffold380-size92745-snap-gene-0.49-mRNA-1","Col",1,0.810103702771586,4.31064072191304e-05,"Van",1,"same","Ag","sig","FBgn0198765","FBgn0036974",NA,"GJ11507"
0.943897252266808,4.39723405462109e-05,"augustus_masked-scaffold1740-size22170-abinit-gene-0.1-mRNA-1","Col",1,1.18243133059236,2.09699720195071e-07,"Van",1,"same","Ag","sig","FBgn0197689","FBgn0039757",NA,"GJ10407"
1.50031284267536,4.53453711052677e-05,"maker-scaffold158-size227332-augustus-gene-1.28-mRNA-1","Col",1,1.20556237352429,3.69242772338865e-05,"Van",1,"same","Ag","sig","FBgn0205065","FBgn0086357",NA,"GJ17897"
0.632638897270245,5.08429270413532e-05,"augustus_masked-scaffold383-size108311-abinit-gene-0.5-mRNA-1","Col",1,0.72892239582905,1.40257137984075e-05,"Van",1,"same","Ag","sig","FBgn0207238","FBgn0022343",NA,"GJ20097"
1.2711159255057,5.73158321491306e-05,"augustus_masked-scaffold64-size80207-abinit-gene-0.5-mRNA-1","Col",1,0.95501798834786,2.69586926128013e-05,"Van",1,"same","Ag","sig","FBgn0201696","FBgn0000454",NA,"GJ14485"
0.668211153964824,5.74360495450364e-05,"snap_masked-scaffold8-size111038-abinit-gene-0.5-mRNA-1","Col",1,0.962162234360942,4.21456760102767e-07,"Van",1,"same","Ag","sig","FBgn0200653","FBgn0286786",NA,NA
1.06006110535249,5.8851500555919e-05,"augustus_masked-scaffold13-size125346-abinit-gene-0.9-mRNA-1","Col",1,0.90395259132747,4.16269998985337e-05,"Van",1,"same","Ag","sig","FBgn0199103","FBgn0036825",NA,"GJ11849"
1.17900244787375,5.95909868114303e-05,"maker-scaffold2197-size32082-augustus-gene-0.13-mRNA-1","Col",1,0.531451840206867,0.00314587783669913,"Van",1,"same","Ag","sig","FBgn0202386","FBgn0030930","Sec","GJ15190"
0.81526920221363,6.18947008178327e-05,"maker-scaffold295-size135286-augustus-gene-1.14-mRNA-1","Col",1,0.928177192336726,2.01671052744582e-05,"Van",1,"same","Ag","sig","FBgn0202245","FBgn0064225",NA,"GJ15046"
0.684572236177328,6.5505896053125e-05,"augustus_masked-scaffold4517-size3701-abinit-gene-0.0-mRNA-1","Col",1,0.94658477081259,1.21687949608486e-06,"Van",1,"same","Ag","sig","FBgn0210721","FBgn0024509",NA,"GJ23624"
1.10051380618915,8.2347716030774e-05,"maker-scaffold1911-size21169-augustus-gene-0.5-mRNA-1","Col",1,1.80299838341552,1.32492749352557e-05,"Van",1,"same","Ag","sig","FBgn0209371","FBgn0265434",NA,"GJ22258"
0.745218524648866,8.56217759879023e-05,"maker-scaffold1325-size50434-augustus-gene-0.20-mRNA-1","Col",1,0.82048717387613,1.50295569887134e-05,"Van",1,"same","Ag","sig","FBgn0210214","FBgn0010258",NA,"GJ23112"
1.23301649477602,0.000100437011970929,"maker-scaffold2101-size16594-snap-gene-0.12-mRNA-1","Col",1,0.990820144498648,0.000262131095479885,"Van",1,"same","Ag","sig",NA,NA,"Sec",NA
1.35804737268326,0.0001039395135865,"maker-scaffold523-size59043-augustus-gene-0.18-mRNA-1","Col",1,1.23895488215963,1.11679132794762e-06,"Van",1,"same","Ag","sig","FBgn0207943","FBgn0013770","Sfp","GJ20806"
0.639941370683715,0.000107563007563026,"maker-scaffold305-size120479-snap-gene-0.62-mRNA-1","Col",1,0.652434244153699,1.35234162299483e-05,"Van",1,"same","Ag","sig","FBgn0199286","FBgn0005533",NA,"GJ12034"
1.05631372164706,0.000109433417192552,"augustus_masked-scaffold73-size162265-abinit-gene-0.1-mRNA-1","Col",1,1.08247802527579,1.24967281655053e-06,"Van",1,"same","Ag","sig","FBgn0211546","FBgn0002780",NA,"GJ24466"
1.14982011135552,0.000109781281670386,"maker-scaffold2315-size24634-snap-gene-0.11-mRNA-1","Col",1,1.13955688283645,4.31064072191304e-05,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.33932481717184,0.000110249266526186,"augustus_masked-scaffold668-size56010-abinit-gene-0.2-mRNA-1","Col",1,1.34511238547635,5.64638452436109e-06,"Van",1,"same","Ag","sig","FBgn0207652","FBgn0010638",NA,"GJ20512"
0.871869377545305,0.000110249266526186,"snap_masked-scaffold202-size159099-abinit-gene-0.13-mRNA-1","Col",1,0.730031574491599,0.000110624724577762,"Van",1,"same","Ag","sig","FBgn0204566","FBgn0011638",NA,NA
0.819081372809409,0.000117667662492525,"augustus_masked-scaffold1325-size50434-abinit-gene-0.0-mRNA-1","Col",1,0.838174432991764,2.81934988359177e-06,"Van",1,"same","Ag","sig","FBgn0210215","FBgn0263396",NA,"GJ23113"
0.752127098329285,0.000122033648873519,"snap_masked-scaffold94-size166406-abinit-gene-0.16-mRNA-1","Col",1,0.460280221002169,0.00748856265251609,"Van",1,"same","Ag","sig","FBgn0205177","FBgn0032799",NA,NA
0.522146109361211,0.000123713098405721,"maker-scaffold304-size74553-augustus-gene-0.25-mRNA-1","Col",1,0.715389954641559,8.36066930318446e-05,"Van",1,"same","Ag","sig","FBgn0020676","FBgn0285949",NA,"GJ21503"
0.637120411443952,0.000124327641094614,"augustus_masked-scaffold620-size95113-abinit-gene-0.2-mRNA-1","Col",1,0.701937252006108,0.000443299378967557,"Van",1,"same","Ag","sig","FBgn0211761","FBgn0039300",NA,"GJ24684"
0.965221567829529,0.000135894041397108,"maker-scaffold562-size117067-snap-gene-1.11-mRNA-1","Col",1,0.394804938240645,0.000429409990848524,"Van",1,"same","Ag","sig","FBgn0198486","FBgn0052190","Sfp","GJ11225"
0.569530182203198,0.000135894041397108,"augustus_masked-scaffold1171-size39208-abinit-gene-0.3-mRNA-1","Col",1,0.627743679265926,5.81575062935012e-05,"Van",1,"same","Ag","sig","FBgn0201240","FBgn0026150","Sec","GJ14022"
1.27987827996891,0.000171469958963532,"augustus_masked-scaffold294-size82556-abinit-gene-0.6-mRNA-1","Col",1,1.40793825404005,7.35403471664358e-06,"Van",1,"same","Ag","sig","FBgn0200156","FBgn0042177",NA,"GJ12922"
0.877755171357522,0.000183730583072685,"maker-scaffold673-size66537-augustus-gene-0.8-mRNA-1","Col",1,0.747361185949462,1.97528196952242e-05,"Van",1,"same","Ag","sig","FBgn0022427","FBgn0264978",NA,"GJ24182"
0.675021098661014,0.000184743242540683,"maker-scaffold529-size85478-augustus-gene-0.31-mRNA-1","Col",1,1.2513986077746,2.09699720195071e-07,"Van",1,"same","Ag","sig","FBgn0210065","FBgn0037240",NA,"GJ22962"
0.514704095450247,0.000187951070981843,"maker-scaffold3298-size13304-snap-gene-0.3-mRNA-1","Col",1,0.832996006821391,1.51877997118479e-05,"Van",1,"same","Ag","sig","FBgn0202618","FBgn0000566",NA,"GJ15425"
0.557395178383464,0.000196208865865801,"maker-scaffold45-size278787-augustus-gene-0.36-mRNA-1","Col",1,0.421535803312434,0.0016432463522703,"Van",1,"same","Ag","sig","FBgn0207714","FBgn0034237",NA,"GJ20575"
0.595213608781515,0.000202969808955135,"augustus_masked-scaffold1317-size67552-abinit-gene-0.7-mRNA-1","Col",1,1.42973537745713,3.35862633121139e-09,"Van",1,"same","Ag","sig","FBgn0205696","FBgn0030362","Sfp","GJ18538"
0.686902639902444,0.000222046306135345,"maker-scaffold1074-size52389-snap-gene-0.47-mRNA-1","Col",1,0.594987729139993,0.000559211302119003,"Van",1,"same","Ag","sig","FBgn0201539","FBgn0039735",NA,"GJ14325"
0.568803643867737,0.00022708644038769,"snap_masked-scaffold1608-size52910-abinit-gene-0.10-mRNA-1","Col",1,0.565157444369127,4.11051562175186e-05,"Van",1,"same","Ag","sig","FBgn0199208","FBgn0015766",NA,NA
0.653139180493157,0.000251075510061171,"maker-scaffold1337-size29805-snap-gene-0.28-mRNA-1","Col",1,0.73224434655553,6.23454800859191e-06,"Van",1,"same","Ag","sig","FBgn0211128","FBgn0263755",NA,"GJ24041"
1.14016459106728,0.000267211607652954,"snap_masked-scaffold2101-size16594-abinit-gene-0.4-mRNA-1","Col",1,1.25651532847085,9.80044128228837e-07,"Van",1,"same","Ag","sig",NA,NA,NA,NA
1.25540813969539,0.000267425001029072,"maker-scaffold6897-size1813-snap-gene-0.3-mRNA-1","Col",1,0.525647010692483,0.00184927908662789,"Van",1,"same","Ag","sig","FBgn0206406","FBgn0030521","Sfp","GJ19262"
0.854912796079834,0.000349642734078871,"maker-scaffold1315-size72164-snap-gene-0.28-mRNA-1","Col",1,0.489630464810032,0.000150031766963373,"Van",1,"same","Ag","sig","FBgn0200686","FBgn0011284",NA,"GJ13462"
1.06749981642177,0.000358323357234027,"maker-scaffold3563-size13649-snap-gene-0.12-mRNA-1","Col",1,0.544292349030952,2.20971953712934e-05,"Van",1,"same","Ag","sig","FBgn0202002","FBgn0029709","Sec","GJ14798"
0.668670618683949,0.000395225008002512,"maker-scaffold324-size98332-augustus-gene-0.39-mRNA-1","Col",1,0.345158927215275,0.0142306085097209,"Van",1,"same","Ag","sig","FBgn0197904","FBgn0039713",NA,"GJ10625"
0.883411748541072,0.000416649844719893,"augustus_masked-scaffold1438-size64040-abinit-gene-0.8-mRNA-1","Col",1,0.571923313221451,0.00010484732822914,"Van",1,"same","Ag","sig","FBgn0205235","FBgn0086904",NA,"GJ18070"
0.568779538317776,0.000452482120440559,"augustus_masked-scaffold2351-size13317-abinit-gene-0.1-mRNA-1","Col",1,0.332913573365841,0.150806641776964,"Van",1,"same","Ag","not","FBgn0210394","FBgn0037270",NA,"GJ23292"
1.18889921250627,0.000482738423463655,"maker-scaffold30-size93694-augustus-gene-0.25-mRNA-1","Col",1,1.17117041716545,7.86167713921959e-07,"Van",1,"same","Ag","sig","FBgn0199255","FBgn0002526","Sfp","GJ12003"
0.527121371739296,0.000556708311868479,"maker-scaffold546-size128109-snap-gene-0.70-mRNA-1","Col",1,0.467258552588209,0.000162345865346959,"Van",1,"same","Ag","sig",NA,NA,NA,NA
0.645738854819516,0.000556708311868479,"augustus_masked-scaffold295-size135286-abinit-gene-0.13-mRNA-1","Col",1,0.675166369995132,0.00016077510133324,"Van",1,"same","Ag","sig","FBgn0202212","FBgn0032987",NA,"GJ15013"
1.392674762423,0.000556708311868479,"maker-scaffold556-size47049-snap-gene-0.32-mRNA-1","Col",1,1.06041209969666,5.24139106993674e-05,"Van",1,"same","Ag","sig","FBgn0206312","FBgn0027084",NA,"GJ19167"
0.562083299634197,0.000570965749355352,"maker-scaffold93-size95087-augustus-gene-0.24-mRNA-1","Col",1,0.445229584289765,0.0038279611599253,"Van",1,"same","Ag","sig","FBgn0200277","FBgn0036258",NA,"GJ13043"
0.690930194997617,0.000574535050282509,"maker-scaffold18-size225254-augustus-gene-0.15-mRNA-1","Col",1,1.08524487625979,1.18324457672919e-05,"Van",1,"same","Ag","sig","FBgn0211466","FBgn0038020",NA,"GJ24386"
0.400852924373917,0.000641338358800222,"maker-scaffold1317-size67552-augustus-gene-0.28-mRNA-1","Col",1,0.657445961240794,0.000195081173272191,"Van",1,"same","Ag","sig","FBgn0206286","FBgn0261609",NA,"GJ19141"
1.10297277140676,0.000680999978275595,"augustus_masked-scaffold51-size162202-abinit-gene-0.1-mRNA-1","Col",1,0.583572545454375,0.00725225209573286,"Van",1,"same","Ag","sig","FBgn0207865",NA,NA,"GJ20727"
0.589660302026623,0.00073089662706941,"snap_masked-scaffold3941-size8906-abinit-gene-0.3-mRNA-1","Col",1,0.545550027201278,0.000629456195524664,"Van",1,"same","Ag","sig","FBgn0199529","FBgn0036745",NA,NA
1.67977139392478,0.000827572099139,"maker-scaffold296-size84842-augustus-gene-0.14-mRNA-1","Col",1,2.26090511397807,4.85322530975114e-11,"Van",1,"same","Ag","sig","FBgn0022428","FBgn0264695",NA,"GJ17305"
0.762010835588371,0.000861626132261815,"augustus_masked-scaffold668-size56010-abinit-gene-0.6-mRNA-1","Col",1,0.419428461549707,0.00884880498025298,"Van",1,"same","Ag","sig","FBgn0208939","FBgn0034258",NA,"GJ21821"
0.685287812656201,0.000868355124809717,"augustus_masked-scaffold1957-size44547-abinit-gene-0.4-mRNA-1","Col",1,0.506529130169057,0.00473711347462182,"Van",1,"same","Ag","sig","FBgn0202898","FBgn0029629",NA,"GJ15710"
0.643549344604644,0.000946804882170576,"maker-scaffold1068-size34545-augustus-gene-0.18-mRNA-1","Col",1,0.644494238748551,6.72114623588491e-06,"Van",1,"same","Ag","sig","FBgn0202970","FBgn0003360",NA,"GJ15782"
0.864801305013992,0.0010947829560173,"augustus_masked-scaffold103-size49482-abinit-gene-0.2-mRNA-1","Col",1,0.559195540284209,0.00021697442401542,"Van",1,"same","Ag","sig","FBgn0208386","FBgn0040091",NA,"GJ21253"
0.684230347772953,0.00132910491449177,"augustus_masked-scaffold37-size67411-abinit-gene-0.5-mRNA-1","Col",1,0.560475340831113,7.28258802130732e-05,"Van",1,"same","Ag","sig","FBgn0208255","FBgn0029093","Sfp","GJ21122"
0.831431179622977,0.00149223306758762,"maker-scaffold1501-size71858-augustus-gene-0.18-mRNA-1","Col",1,0.759291653484335,0.000177012378422977,"Van",1,"same","Ag","sig","FBgn0198314","FBgn0037279",NA,"GJ11048"
0.516388078003713,0.0014937278153587,"maker-scaffold600-size123458-augustus-gene-0.34-mRNA-1","Col",1,0.567091442156319,0.000815485971268875,"Van",1,"same","Ag","sig","FBgn0210602","FBgn0283477",NA,"GJ23504"
1.37520020585101,0.0014986022585451,"maker-scaffold1765-size42110-augustus-gene-0.5-mRNA-1","Col",1,0.868905085098998,0.00496103278614539,"Van",1,"same","Ag","sig","FBgn0203353","FBgn0053129",NA,"GJ16168"
0.327679627474653,0.0017029215466287,"maker-scaffold2705-size40363-snap-gene-0.9-mRNA-1","Col",1,0.419769454081043,0.000396344953950511,"Van",1,"same","Ag","sig","FBgn0208357","FBgn0023213",NA,"GJ21224"
0.656609673593965,0.00191061360398624,"maker-scaffold115-size186799-snap-gene-1.35-mRNA-1","Col",1,0.437599102705375,0.00108224908601827,"Van",1,"same","Ag","sig","FBgn0199409","FBgn0025582",NA,"GJ12157"
0.478493931574294,0.00211988819502321,"augustus_masked-scaffold287-size231392-abinit-gene-1.7-mRNA-1","Col",1,0.404889013344935,0.00853874027891018,"Van",1,"same","Ag","sig","FBgn0204380","FBgn0032704",NA,"GJ17203"
0.369101539103765,0.0021312473935059,"snap_masked-scaffold746-size46396-abinit-gene-0.5-mRNA-1","Col",1,0.768502677467247,1.71731683932622e-05,"Van",1,"same","Ag","sig","FBgn0206559","FBgn0030136",NA,NA
1.12807556985126,0.00226046143878205,"maker-scaffold61-size192323-augustus-gene-0.25-mRNA-1","Col",1,1.63064211206606,4.68488013576702e-07,"Van",1,"same","Ag","sig","FBgn0200930","FBgn0031831",NA,"GJ13709"
0.946798041548126,0.00227563236346413,"maker-scaffold1327-size27651-augustus-gene-0.18-mRNA-1","Col",1,0.732762542683179,5.42742420819545e-07,"Van",1,"same","Ag","sig","FBgn0209653","FBgn0020238",NA,"GJ22546"
0.55039889505504,0.00248836933183322,"maker-scaffold419-size140910-snap-gene-1.29-mRNA-1","Col",1,0.689332019400658,0.00122785636318536,"Van",1,"same","Ag","sig","FBgn0208399","FBgn0027619",NA,"GJ21266"
0.386671550427275,0.00252935719309084,"augustus_masked-scaffold88-size177456-abinit-gene-1.8-mRNA-1","Col",1,0.569413647415013,0.00102702774328695,"Van",1,"same","Ag","sig","FBgn0199068","FBgn0036213",NA,"GJ11814"
0.330802269678431,0.00260862225296843,"augustus_masked-scaffold46-size77360-abinit-gene-0.11-mRNA-1","Col",1,0.295000538919464,0.00239636722040861,"Van",1,"same","Ag","sig","FBgn0207785","FBgn0015797",NA,"GJ20647"
0.526745893386524,0.00261235765068429,"maker-scaffold1102-size102867-augustus-gene-0.30-mRNA-1","Col",1,0.553537870037335,0.000815485971268875,"Van",1,"same","Ag","sig","FBgn0197432","FBgn0031675",NA,"GJ10144"
0.636067377135772,0.00271217709033058,"maker-scaffold159-size95560-snap-gene-0.24-mRNA-1","Col",1,0.518285102960036,0.00700482657830678,"Van",1,"same","Ag","sig",NA,NA,NA,NA
0.557715671403436,0.00281012184692177,"maker-scaffold1754-size35352-augustus-gene-0.4-mRNA-1","Col",1,0.229835584714403,0.130107243912416,"Van",1,"same","Ag","not","FBgn0205897","FBgn0028327","Sec","GJ18745"
0.615077089795255,0.00296720034760987,"maker-scaffold1559-size42291-augustus-gene-0.12-mRNA-1","Col",1,0.350063337200146,0.0164349880016592,"Van",1,"same","Ag","sig","FBgn0200578","FBgn0010408",NA,"GJ13353"
0.449596322874013,0.00300864757931004,"maker-scaffold1414-size15147-augustus-gene-0.11-mRNA-1","Col",1,0.61501609204484,7.55440589806879e-05,"Van",1,"same","Ag","sig","FBgn0204431","FBgn0031589",NA,"GJ17255"
0.34331286514556,0.00315532484734433,"maker-scaffold8627-size10475-snap-gene-0.4-mRNA-1","Col",1,0.641103374009832,4.77079042247141e-05,"Van",1,"same","Ag","sig",NA,NA,NA,NA
0.818387767130265,0.00318696582298535,"maker-scaffold462-size112638-augustus-gene-0.18-mRNA-1","Col",1,0.821188688766835,5.81575062935012e-05,"Van",1,"same","Ag","sig","FBgn0207628","FBgn0034697",NA,"GJ20488"
0.347994037948987,0.00335055469176,"augustus_masked-scaffold575-size40633-abinit-gene-0.5-mRNA-1","Col",1,0.63441283575158,8.75934063642057e-05,"Van",1,"same","Ag","sig","FBgn0204865","FBgn0032640",NA,"GJ17696"
0.470812834005745,0.00340098053951716,"maker-scaffold224-size68174-augustus-gene-0.20-mRNA-1","Col",1,0.0992312529302621,0.338916655407331,"Van",1,"same","Ag","not","FBgn0205158","FBgn0086443",NA,"GJ17991"
0.487471663693889,0.00350388090067658,"augustus_masked-scaffold1108-size56757-abinit-gene-0.9-mRNA-1","Col",1,0.400454856247089,0.000658111359695239,"Van",1,"same","Ag","sig","FBgn0208745","FBgn0004867",NA,"GJ21626"
0.624778598854437,0.0036869088099274,"maker-scaffold1526-size40590-snap-gene-0.27-mRNA-1","Col",1,1.58835891085071,2.00463525467841e-06,"Van",1,"same","Ag","sig","FBgn0200875","FBgn0032833",NA,"GJ13654"
1.10092168376794,0.00486110249397879,"augustus_masked-scaffold1097-size90707-abinit-gene-0.2-mRNA-1","Col",1,1.60588568126701,6.5757306798372e-08,"Van",1,"same","Ag","sig","FBgn0199579","FBgn0040793",NA,"GJ12333"
0.459324423715355,0.00531170115959302,"maker-scaffold378-size77378-augustus-gene-0.23-mRNA-1","Col",1,0.845568284741931,1.30123475613007e-05,"Van",1,"same","Ag","sig","FBgn0200805","FBgn0000100",NA,"GJ13582"
0.93827568874591,0.00541808963032336,"augustus_masked-scaffold3-size168552-abinit-gene-1.6-mRNA-1","Col",1,0.216876681363399,0.115203761392392,"Van",1,"same","Ag","not","FBgn0016459","FBgn0002626",NA,"GJ10385"
0.422527399530874,0.00563475588629032,"maker-scaffold300-size151442-snap-gene-0.53-mRNA-1","Col",1,0.586641936376248,4.31064072191304e-05,"Van",1,"same","Ag","sig","FBgn0198006","FBgn0037249",NA,"GJ10729"
0.502896695843384,0.00688281034768034,"maker-scaffold1334-size38086-augustus-gene-0.7-mRNA-1","Col",1,1.40192803232907,9.67853835869254e-07,"Van",1,"same","Ag","sig","FBgn0211357","FBgn0051195","Sec","GJ24277"
0.292623048368721,0.00720840356767959,"augustus_masked-scaffold635-size71370-abinit-gene-0.6-mRNA-1","Col",1,0.679271841341841,0.000304978822768565,"Van",1,"same","Ag","sig","FBgn0204944","FBgn0002593",NA,"GJ17775"
0.473992994095915,0.00733062838121043,"maker-scaffold464-size43450-augustus-gene-0.25-mRNA-1","Col",1,0.293671107272183,0.0239929106539618,"Van",1,"same","Ag","sig","FBgn0211773","FBgn0037530","Sec","GJ24697"
0.556539412690785,0.0080642336002612,"augustus_masked-scaffold161-size104503-abinit-gene-0.4-mRNA-1","Col",1,0.217525479651478,0.261564010759902,"Van",1,"same","Ag","not","FBgn0208036","FBgn0010409",NA,"GJ20900"
0.449073164675295,0.00822635201665806,"augustus_masked-scaffold2459-size8638-abinit-gene-0.1-mRNA-1","Col",1,0.342205952947761,0.00726609595031649,"Van",1,"same","Ag","sig","FBgn0206982","FBgn0261597",NA,"GJ19840"
0.262364798519783,0.00875472466948747,"maker-scaffold224-size68174-snap-gene-0.28-mRNA-1","Col",1,0.337647208731655,0.0122008576590991,"Van",1,"same","Ag","sig","FBgn0205161","FBgn0002031","Sec","GJ17994"
0.298215920885859,0.00888848468081138,"maker-scaffold2923-size6983-augustus-gene-0.4-mRNA-1","Col",1,0.181649704408072,0.171445717820124,"Van",1,"same","Ag","not","FBgn0203794","FBgn0029897",NA,"GJ16610"
0.373383892389096,0.0107942292760962,"maker-scaffold1600-size38579-snap-gene-0.5-mRNA-1","Col",1,0.645070202691761,0.000617545268347083,"Van",1,"same","Ag","sig","FBgn0207585","FBgn0034968",NA,"GJ20445"
0.337719769520188,0.011846739664654,"augustus_masked-scaffold96-size184382-abinit-gene-1.4-mRNA-1","Col",1,0.256081252063367,0.0358470004976821,"Van",1,"same","Ag","sig","FBgn0198945","FBgn0035947",NA,"GJ11691"
0.441821275401579,0.0126251584597856,"augustus_masked-scaffold864-size87323-abinit-gene-0.4-mRNA-1","Col",1,0.583230497088343,0.000208415045413728,"Van",1,"same","Ag","sig","FBgn0198749","FBgn0036300",NA,"GJ11491"
0.626881174449462,0.0128019884785794,"maker-scaffold2753-size7567-augustus-gene-0.0-mRNA-1","Col",1,0.410937442637718,0.0704314240445538,"Van",1,"same","Ag","not",NA,NA,NA,NA
0.774044567057637,0.0144587026622638,"maker-scaffold319-size51142-snap-gene-0.31-mRNA-1","Col",1,0.673768908003696,0.000778432127124241,"Van",1,"same","Ag","sig","FBgn0204724","FBgn0286898",NA,"GJ17554"
0.291279024117667,0.016015072325379,"maker-scaffold32-size198344-snap-gene-1.56-mRNA-1","Col",1,0.505367075099384,0.00053221998230416,"Van",1,"same","Ag","sig","FBgn0208091","FBgn0034493",NA,"GJ20956"
0.449343137283982,0.0210918127026257,"augustus_masked-scaffold7-size116099-abinit-gene-1.2-mRNA-1","Col",1,0.234957504120149,0.0282281256023255,"Van",1,"same","Ag","sig","FBgn0207696","FBgn0283450",NA,"GJ20556"
0.539670120034124,0.0213305487282213,"snap_masked-scaffold669-size102525-abinit-gene-0.38-mRNA-1","Col",1,0.266406860414346,0.299557768129927,"Van",1,"same","Ag","not","FBgn0199775","FBgn0026372",NA,NA
0.667320348403278,0.0214791872470587,"snap_masked-scaffold116-size166566-abinit-gene-0.27-mRNA-1","Col",1,0.733828606478212,2.02508440642544e-05,"Van",1,"same","Ag","sig","FBgn0208179","FBgn0034654",NA,"GJ21045"
0.330488584121628,0.0240012827072716,"augustus_masked-scaffold429-size111872-abinit-gene-0.7-mRNA-1","Col",1,0.130083937178703,0.338916655407331,"Van",1,"same","Ag","not","FBgn0198079","FBgn0040493",NA,"GJ10808"
0.476470353809504,0.0240261040658623,"augustus_masked-scaffold332-size63888-abinit-gene-0.13-mRNA-1","Col",1,0.425991795927932,0.0168864188259126,"Van",1,"same","Ag","sig","FBgn0201051","FBgn0015218",NA,"GJ13832"
0.750289598860088,0.0246927722883863,"maker-scaffold203-size96283-augustus-gene-0.45-mRNA-1","Col",1,1.3352480153137,0.000163851270562932,"Van",1,"same","Ag","sig","FBgn0206725","FBgn0002525",NA,"GJ19583"
0.24625123869837,0.029635823726408,"maker-scaffold1656-size13292-snap-gene-0.9-mRNA-1","Col",1,0.29690003712528,0.00375061108892776,"Van",1,"same","Ag","sig","FBgn0198692",NA,NA,"GJ11434"
0.225710953247647,0.0311654464632241,"maker-scaffold1074-size52389-augustus-gene-0.29-mRNA-1","Col",1,0.238025657993699,0.0331868597488413,"Van",1,"same","Ag","sig","FBgn0201613","FBgn0016685",NA,"GJ14400"
0.343283783445486,0.031350279446125,"augustus_masked-scaffold319-size51142-abinit-gene-0.9-mRNA-1","Col",1,0.6414057069104,4.10675245703078e-05,"Van",1,"same","Ag","sig","FBgn0208567","FBgn0264922",NA,"GJ21441"
0.348725464343363,0.0388226719471941,"maker-scaffold497-size29455-augustus-gene-0.18-mRNA-1","Col",1,0.200001094195629,0.0695339842208546,"Van",1,"same","Ag","not","FBgn0197446","FBgn0003257",NA,"GJ10158"
0.4960544395981,0.0388226719471941,"maker-scaffold1144-size54435-augustus-gene-0.12-mRNA-1","Col",1,0.415718490476339,0.00380620684128829,"Van",1,"same","Ag","sig","FBgn0207479","FBgn0010551",NA,"GJ20339"
0.403351680577912,0.0402838873676262,"augustus_masked-scaffold405-size107091-abinit-gene-0.3-mRNA-1","Col",1,0.444753957806503,0.00210077365576301,"Van",1,"same","Ag","sig","FBgn0209320","FBgn0026403","Sfp","GJ22207"
0.331929376979048,0.0454581159339627,"snap_masked-scaffold3949-size13792-abinit-gene-0.7-mRNA-1","Col",1,0.424939392705602,0.0229944957340467,"Van",1,"same","Ag","sig","FBgn0203863","FBgn0014026",NA,NA
0.317477456974947,0.0510812822851065,"augustus_masked-scaffold789-size114743-abinit-gene-0.2-mRNA-1","Col",1,0.428728020734294,0.0113319198815836,"Van",1,"same","Ag","not","FBgn0197980","FBgn0039241",NA,"GJ10703"
0.273770558117095,0.0550692690595346,"maker-scaffold419-size140910-augustus-gene-0.35-mRNA-1","Col",1,0.18860592193475,0.350581455851969,"Van",1,"same","Ag","not","FBgn0208684","FBgn0033902",NA,"GJ21564"
0.2268239340007,0.0561255421683889,"maker-scaffold324-size98332-augustus-gene-0.40-mRNA-1","Col",1,0.0202769185945613,0.882644954358706,"Van",1,"same","Ag","not","FBgn0197901","FBgn0039175",NA,"GJ10622"
0.167092874804453,0.0576318408451648,"maker-scaffold96-size184382-augustus-gene-0.20-mRNA-1","Col",1,0.396056849906417,0.000427248047260486,"Van",1,"same","Ag","not","FBgn0200905","FBgn0026409",NA,"GJ13684"
0.306705419506781,0.057936491630179,"maker-scaffold2680-size24429-snap-gene-0.12-mRNA-1","Col",1,0.0521562536263165,0.646026338887631,"Van",1,"same","Ag","not","FBgn0202399","FBgn0260855",NA,"GJ15203"
